epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
190,35.7452,0.57358,0.46479,0.87849,0.91151,1,0.9725,0.59573,1.39691,0.6376,1.2457,0.0018299,0.0018299,0.0018299
191,35.9378,0.63385,0.51084,0.88854,0.91151,1,0.9725,0.59573,1.39691,0.6376,1.2457,0.001829,0.001829,0.001829
192,36.1952,0.63624,0.57612,0.9034,0.97769,1,0.995,0.60169,1.36101,0.6393,1.21784,0.0018281,0.0018281,0.0018281
193,36.3785,0.55128,0.51521,0.84159,0.97769,1,0.995,0.60169,1.36101,0.6393,1.21784,0.0018272,0.0018272,0.0018272
194,36.56,0.61499,0.51489,0.88709,0.97769,1,0.995,0.60169,1.36101,0.6393,1.21784,0.0018263,0.0018263,0.0018263
195,36.7432,0.57224,0.48274,0.85581,0.99366,1,0.995,0.57097,1.4018,0.69817,1.21816,0.0018254,0.0018254,0.0018254
196,36.9208,0.5811,0.5102,0.85582,0.99366,1,0.995,0.57097,1.4018,0.69817,1.21816,0.0018245,0.0018245,0.0018245
197,37.1,0.53952,0.49017,0.85334,0.99366,1,0.995,0.57097,1.4018,0.69817,1.21816,0.0018236,0.0018236,0.0018236
198,37.2954,0.53631,0.48658,0.86612,0.99326,1,0.995,0.53547,1.50623,0.69645,1.28616,0.0018227,0.0018227,0.0018227
199,37.4941,0.55838,0.50263,0.86322,0.99326,1,0.995,0.53547,1.50623,0.69645,1.28616,0.0018218,0.0018218,0.0018218
200,37.6764,0.54103,0.51641,0.88965,0.99326,1,0.995,0.53547,1.50623,0.69645,1.28616,0.0018209,0.0018209,0.0018209
201,37.8721,0.58435,0.47841,0.8349,0.99126,1,0.995,0.52831,1.48174,0.69,1.30446,0.00182,0.00182,0.00182
202,38.0596,0.53456,0.4812,0.85553,0.99126,1,0.995,0.52831,1.48174,0.69,1.30446,0.0018191,0.0018191,0.0018191
203,38.2475,0.56014,0.46682,0.84302,0.99126,1,0.995,0.52831,1.48174,0.69,1.30446,0.0018182,0.0018182,0.0018182
204,38.4409,0.55612,0.47052,0.84199,0.99279,1,0.995,0.61159,1.38664,0.67766,1.287,0.0018173,0.0018173,0.0018173
205,38.6269,0.50098,0.45808,0.87737,0.99279,1,0.995,0.61159,1.38664,0.67766,1.287,0.0018164,0.0018164,0.0018164
206,38.8787,0.53402,0.46623,0.85793,0.99279,1,0.995,0.61159,1.38664,0.67766,1.287,0.0018155,0.0018155,0.0018155
207,39.0773,0.54786,0.46946,0.85752,0.99522,1,0.995,0.61587,1.39181,0.62203,1.29744,0.0018146,0.0018146,0.0018146
208,39.2675,0.54083,0.46283,0.83684,0.99522,1,0.995,0.61587,1.39181,0.62203,1.29744,0.0018137,0.0018137,0.0018137
209,39.4535,0.56911,0.46053,0.8374,0.99522,1,0.995,0.61587,1.39181,0.62203,1.29744,0.0018128,0.0018128,0.0018128
210,39.6452,0.59783,0.51912,0.93571,0.99511,1,0.995,0.59792,1.45935,0.62976,1.29704,0.0018119,0.0018119,0.0018119
211,39.8283,0.53959,0.47437,0.89037,0.99511,1,0.995,0.59792,1.45935,0.62976,1.29704,0.001811,0.001811,0.001811
212,40.0119,0.57835,0.52164,0.89797,0.99511,1,0.995,0.59792,1.45935,0.62976,1.29704,0.0018101,0.0018101,0.0018101
213,40.2066,0.57125,0.51933,0.88891,0.9941,1,0.995,0.57504,1.47981,0.61848,1.27093,0.0018092,0.0018092,0.0018092
214,40.3893,0.52974,0.47138,0.84844,0.9941,1,0.995,0.57504,1.47981,0.61848,1.27093,0.0018083,0.0018083,0.0018083
215,40.57,0.64168,0.50846,0.86179,0.9941,1,0.995,0.57504,1.47981,0.61848,1.27093,0.0018074,0.0018074,0.0018074
216,40.7602,0.59031,0.49927,0.87295,0.99469,1,0.995,0.5537,1.46028,0.59272,1.28116,0.0018065,0.0018065,0.0018065
217,40.9432,0.54923,0.48703,0.84752,0.99469,1,0.995,0.5537,1.46028,0.59272,1.28116,0.0018056,0.0018056,0.0018056
218,41.2056,0.51964,0.47011,0.85448,0.99469,1,0.995,0.5537,1.46028,0.59272,1.28116,0.0018047,0.0018047,0.0018047
219,41.4031,0.50807,0.49141,0.87088,0.99513,1,0.995,0.58496,1.45122,0.66546,1.27427,0.0018038,0.0018038,0.0018038
220,41.5888,0.60279,0.50041,0.88374,0.99513,1,0.995,0.58496,1.45122,0.66546,1.27427,0.0018029,0.0018029,0.0018029
221,41.7727,0.57773,0.46955,0.84304,0.99513,1,0.995,0.58496,1.45122,0.66546,1.27427,0.001802,0.001802,0.001802
222,41.9698,0.56904,0.4721,0.85315,0.99478,1,0.995,0.58244,1.37046,0.69103,1.25602,0.0018011,0.0018011,0.0018011
223,42.1608,0.55382,0.47448,0.881,0.99478,1,0.995,0.58244,1.37046,0.69103,1.25602,0.0018002,0.0018002,0.0018002
